time,lat,lon,alt,heading,glitch_x,glitch_y,event
1784908894.8628116,-35.3599509,149.1611973,14.403,316.95,0,0,
1784908895.1133626,-35.3599342,149.1611784,14.429,316.73,0,0,
1784908895.3602052,-35.3599176,149.1611591,14.455,316.28,0,0,
1784908895.6093557,-35.3599012,149.1611395,14.48,315.9,0,0,
1784908895.8598382,-35.3598849,149.1611198,14.505,315.63,0,0,
1784908896.1106305,-35.3598686,149.1611,14.53,315.44,0,0,
1784908896.3613822,-35.3598522,149.1610801,14.555,315.32,0,0,
1784908896.6128988,-35.3598358,149.1610603,14.581,315.25,0,0,
1784908896.8627958,-35.3598193,149.1610404,14.607,315.23,0,0,
1784908897.1136396,-35.3598028,149.1610208,14.633,315.23,0,0,
1784908897.359833,-35.3597861,149.1610011,14.659,315.25,0,0,
1784908897.6097453,-35.3597693,149.1609814,14.686,315.29,0,0,
1784908897.8602407,-35.3597526,149.160962,14.712,315.32,0,0,
1784908898.1109624,-35.3597358,149.1609426,14.737,315.33,0,0,
1784908898.3627694,-35.359719,149.1609233,14.762,315.21,0,0,
1784908898.6132185,-35.3597021,149.1609041,14.787,314.49,0,0,
1784908898.8631842,-35.359685,149.160885,14.81,313.67,0,0,
1784908899.1113665,-35.3596677,149.1608666,14.833,312.91,0,0,
1784908899.362895,-35.3596499,149.1608489,14.856,312.75,0,0,
1784908899.6107333,-35.3596317,149.1608321,14.88,314.09,0,0,
1784908899.8612912,-35.359614,149.1608165,14.907,315.42,0,0,
1784908900.1127427,-35.3595975,149.1608023,14.927,315.83,0,0,
1784908900.3599417,-35.3595828,149.1607895,14.935,315.42,0,0,
1784908900.611368,-35.3595703,149.1607779,14.936,314.98,0,0,
1784908900.8626032,-35.35956,149.1607676,14.938,314.89,0,0,
1784908901.1136014,-35.3595518,149.1607585,14.945,315.29,0,0,
1784908901.364552,-35.3595449,149.1607507,14.955,315.62,0,0,
1784908901.6127553,-35.3595391,149.1607442,14.966,315.76,0,0,
1784908901.863832,-35.3595344,149.160739,14.975,315.74,0,0,
1784908902.1087685,-35.3595306,149.1607351,14.982,315.62,0,0,
1784908902.3602428,-35.3595278,149.1607324,14.987,315.51,0,0,
1784908902.610023,-35.3595258,149.1607307,14.99,315.47,0,0,
1784908902.8613884,-35.3595246,149.1607298,14.991,315.47,0,0,
1784908902.8613884,-35.3595246,149.1607298,14.991,315.47,0,0,Glitch cleared
1784908903.1119385,-35.359524,149.1607296,14.991,315.43,0,0,
1784908903.3624578,-35.3595239,149.1607299,14.99,315.26,0,0,
1784908903.613335,-35.3595242,149.1607306,14.989,315.08,0,0,
1784908903.86547,-35.3595246,149.1607313,14.988,314.97,0,0,
1784908904.1097817,-35.3595252,149.1607321,14.988,314.92,0,0,
1784908904.3603625,-35.3595257,149.1607328,14.986,314.93,0,0,ENTER_LAND_WAYPOINT
